raw_normalized,exemplo_bruto,qtd_instalacoes,soma_kw,pct_do_total_kw,correcao_marca
BELEBERGY,BELEBERGY,24,191.81,0.0003800250757270744,
INTISOL OMNIK,INTISOL OMNIK,351,190.85,0.00037812306815344427,
CPS SCA8KTL SM EU,CPS SCA8KTL-SM/EU,24,190.48,0.00037739000273444095,
NINGBO SUNWAYS TECHNOLOGIES CO LTD,"361 - NINGBO SUNWAYS TECHNOLOGIES CO., LTD",24,190.23,0.00037689468826214147,
SIW200G M050 W0,#SIW200G M050 W0,39,190.13,0.0003766965624732217,
2XPHB SOLAR,2XPHB SOLAR,3,190.0,0.00037643899894762594,
JKM440M 6TL4 V, JKM440M-6TL4-V,23,189.36,0.00037517099389853924,
SUN2000 20KTL M3,SUN2000-20KTL-M3,8,188.98,0.0003744181159006439,
GAMESA,Gamesa ,32,188.75,0.0003739624265861284,
HUAWEI WEG SIW500H ST040 M3 SUN2000 40KTL M3,HUAWEI/WEG SIW500H-ST040 M3/ SUN2000-40KTL-M3,5,188.32,0.00037311048569377324,
FRONIUS GOODWE,FRONIUS | GOODWE,9,188.26,0.0003729916102204214,
GROWWATT,GROWWATT,25,188.16,0.00037279348443150154,
LIVOLTEX,LIVOLTEX,32,187.64,0.00037176323032911857,
R1 10K5 DS,856 - R1-10K5-DS,16,187.14,0.00037077260138451956,
BELENERG,BELENERG,41,187.03,0.0003705546630167078,
SUN2000 4KTL L1,SUN2000-4KTL-L1,47,186.94,0.00037037634980667994,
MAC,MAC,3,186.7,0.0003699008479132724,
BEDINSAT,BedinSat,23,186.63,0.0003697621598610286,
KEUA TECH,KEUA TECH,19,186.59,0.0003696829095454606,
AXITEC ENERGY GMBH CO KG,AXITEC Energy GmbH & Co. KG,15,186.23,0.00036896965670534936,
GENERAL,GENERAL,13,186.0,0.00036851396739083383,
RENAK,RENAK,23,185.77,0.00036805827807631826,
DEYE INTELBRAS,DEYE / INTELBRAS,11,185.28,0.00036708746171061125,
APSYSTEMS WEG,Apsystems / WEG,10,185.26,0.00036704783655282724,
JKM565N 72HL4 V,JKM565N-72HL4-V,7,185.14,0.0003668100856061235,
VESA SOLAR,Vesa Solar,4,185.0,0.0003665327095016358,
FOXESS SOLIS,FOXESS & SOLIS,5,184.76,0.0003660572076082283,
SUN 4K G,606 - SUN-4K-G,46,184.69,0.00036591851955598435,
BENYI,BENYI,30,184.56,0.00036566095603038866,
SOLARDGE,SOLARDGE,3,184.54000000000002,0.0003656213308726047,
3KTLM G3,3KTLM-G3,62,184.34,0.0003652250792947651,
SUN 75K G05,SUN-75K-G05,3,184.2,0.00036494770319027734,
ELTEK,Eltek,41,183.66,0.0003638778239301104,
CS3U,CS3U,6,183.0,0.0003625701937232397,
2XRENOVIGI,2XRENOVIGI,6,182.75,0.0003620748792509402,
AUSTA SOLAR,AUSTA SOLAR,28,182.63,0.00036183712830423643,
CANADIANCANADIAN,CANADIANCANADIAN,13,182.32999999999998,0.00036124275093747703,
CANARDIAN SOLAR,CANARDIAN SOLAR,29,182.27,0.00036112387546412516,
MARC INV,MARC INV,4,182.2,0.0003609851874118813,
SOFAR HOYMILES,"SOFAR, HOYMILES",14,182.17000000000002,0.0003609257496752054,
XYXIPOWER,XYXIPOWER,49,182.15,0.0003608861245174214,
SOLAR SMA,SOLAR SMA,11,182.0,0.00036058893583404167,
SOLPLANET HUAWEI,SOLPLANET / HUAWEI,7,182.0,0.00036058893583404167,
JAM72D30 540 MB,JAM72D30-540/MB,13,181.7,0.0003599945584672823,
PHBELETRONICALTDA,PHBEletrônicaLTDA,9,181.34,0.000359281305627171,
SEI,SEI ,12,181.06,0.00035872655341819557,
GOODWE SOLPLANET,GOODWE | SOLPLANET,8,180.89,0.00035838973957703186,
EGT 33000 MAX,EGT 33000 MAX,8,180.87,0.00035835011441924796,
STRING INVERTER,String Inverter,7,180.8,0.0003582114263670041,
GOODWER,GOODWER,25,180.38,0.00035737929805354084,
HUAWEI E WEG,HUAWEI e WEG,7,180.07999999999998,0.00035678492068678144,
HELTE SOFAR EXISTENTES E SOLIS NOVO,Helte Sofar (existentes) e Solis (novo),1,180.0,0.0003566264200556456,
C6 60K T9 LV,1784 - C6-60K-T9-LV,3,180.0,0.0003566264200556456,
DEYE SOLIS BELENERGY,DEYE/ SOLIS BELENERGY,1,180.0,0.0003566264200556456,
RENOVIGI B B POWER SOLIS SOLIS 60K 4G,RENOVIGI/B&B Power/SOLIS - Solis-60k-4G,3,180.0,0.0003566264200556456,
KINGDON SOLAR,KINGDON SOLAR,1,180.0,0.0003566264200556456,
S5 GR1P 10KW,1343 - S5 - GR1P 10KW,16,180.0,0.0003566264200556456,
INVERSOR GENERAL ELECTRIC MICRO INVERSOR,Inversor: General Electric; Micro Inversor:,5,180.0,0.0003566264200556456,
SIW500H ST040 18 SIW500H ST030 M3,20 - SIW500H - ST040;18 - SIW500H - ST030-M3,2,180.0,0.0003566264200556456,
HUAWEI 3X SUN2000 36KTL A WEG SIW500H ST040 2X HUAWEI SUN2000 36KTL,HUAWEI / 3x SUN2000-36KTL-A (WEG SIW500H ST040) + 2x HUAWEI / SUN2000-36KTL,1,180.0,0.0003566264200556456,
GOODWE SOFAR,GOODWE | SOFAR,4,179.5,0.0003556357911110466,
R1 8K DS,897 - R1-8K-DS,22,178.54,0.0003537337835374165,
BELENERGY BEL2000G3 US 220,BELENERGY | BEL2000G3-US-220,36,178.29,0.00035323846906511696,
GOOODWE,GOOODWE,25,178.09,0.0003528422174872774,
REFUONE 7K 2T,242 - REFUONE 7K- 2T,20,178.04,0.0003527431545928175,
SAG,sag,10,177.78,0.00035222802754162605,
DASSTECH,DASSTECH,40,177.54,0.00035175252564821846,
GUANGZHOU,GUANGZHOU,11,177.4,0.00035147514954373077,
GROAWTT,GROAWTT,16,177.25,0.000351177960860351,
BELENEGY,BELENEGY,30,177.17,0.0003510194602292152,
ASG 6SL ZH 6KW,2050 - ASG-6SL-ZH 6KW,31,177.13,0.0003509402099136473,
HOYMILES FRONIUS,HOYMILES/FRONIUS,11,176.89999999999998,0.0003504845205991317,
SUN 6K G,SUN-6K-G,29,176.71,0.0003501080816001841,
HOY MILES,HOY MILES,33,176.7,0.0003500882690212921,
SOLAR REDGE,SOLAR REDGE,4,175.88,0.0003484636375521497,
R5 3K S2,623 - R5-3K-S2,59,175.86,0.0003484240123943658,
SUN 30K G02 LV,628 - SUN-30K-G02-LV,6,175.3,0.0003473145079764149,
1XORIZON,1XORIZON,6,175.11,0.00034693806897746727,
SOLIS WEG DEYE,SOLIS – WEG - DEYE,1,175.0,0.0003467201306096555,
HYNPONTECH,HYNPONTECH,11,175.0,0.0003467201306096555,
PVS175TL,PVS175TL,1,175.0,0.0003467201306096555,
MID 25KTL3 XL2,1890 - MID 25KTL3-XL2,6,175.0,0.0003467201306096555,
FROMIUS,FROMIUS,26,174.79,0.00034630406645292386,
HOIMILES,HOIMILES,32,173.93,0.0003446001846682136,
SEN SOLAR,sen Solar,20,173.73,0.00034420393309037397,
ASW30K UT G3,1640 - ASW30K-UT-G3,6,173.4,0.0003435501179869386,
THINKPOWER,THINKPOWER,10,173.34,0.00034343124251358674,
SE27 6K,"SE27,6K",6,173.33,0.0003434114299346948,
SAJ HUAWEI,SAJ/HUAWEI,7,173.25,0.00034325292930355896,
RENOVIGI B BPOWER SOLIS,RENOVIGI/B&BPower/SOLIS,6,172.84,0.0003424406135689877,
FRONIUS E HOYMILES,FRONIUS E HOYMILES,14,172.8,0.0003423613632534198,
B B POWER CO,B&B Power Co,36,172.27,0.0003413112965721449,
SUNWAY,Sunway,26,171.96,0.00034069710662649344,
SUNWAY S,SUNWAY S,11,171.76,0.0003403008550486538,
BELERNEGY,BELERNEGY,27,171.19,0.000339171538051811,
EGT 6000 MAX,EGT 6000 MAX,27,171.05,0.0003388941619473233,
REFURSOL,REFURSOL,6,171.0,0.0003387950990528634,
GW8000 MS C30,GW8000-MS-C30,20,170.92000000000002,0.00033863659842172755,
SUN2000 8KTL LC0,1812 - SUN2000-8KTL-LC0,19,170.64,0.000338081846212752,
GENERAL ELETRIC GENERAL ELETRIC,GENERAL ELETRIC / GENERAL ELETRIC,5,170.55,0.0003379035330027242,
SUNGROW GROWATT FRONIUS,SUNGROW + GROWATT / FRONIUS,1,170.0,0.00033681384116366535,
SOFAR RENOVIGI,SOFAR / RENOVIGI,10,169.97,0.0003367544034269894,
50000TL,50000TL,7,169.5,0.0003358232122190663,
SOLARREDGE,SOLARREDGE,5,169.34,0.00033550621095679463,
SIW200G M090 W1,SIW200G M090 W1,17,169.3,0.0003354269606412267,
SAJ WEG,SAJ / WEG,9,167.9,0.00033265319959634946,
OLPLANET,OLPLANET,23,167.7,0.00033225694801850984,
OSOLAR BRASIL,Osolar Brasil,8,167.4,0.00033166257065175045,
OSDA NINGBO OSDA SOLAR CO LTD,"OSDA (Ningbo Osda Solar Co., Ltd.)",26,166.76999999999998,0.00033041437818155564,
SOLIS E FRONIUS,SOLIS E FRONIUS,3,166.4,0.0003296813127625524,
B E L ENERGY,B e l Energy,10,166.35,0.0003295822498680925,
SUNGROW SOFAR SOLAR,SUNGROW/SOFAR SOLAR,4,166.3,0.00032948318697363264,
SSI,SSI,20,166.25,0.0003293841240791727,
TSOL MX2250,TSOL-MX2250,22,166.23,0.00032934449892138876,
SOLPLANET SOFAR,SOLPLANET SOFAR,11,166.2,0.0003292850611847128,
SOLSIST SOLUVSSV ES ENGENHARIA E SISTEMAS ENERGIA SOLAR ME,SOLSIST Soluvßvµes Engenharia e Sistemas Energia Solar Me,14,165.78,0.0003284529328712496,
LIVOLTEK HOYMILES,Livoltek /Hoymiles,13,165.54999999999998,0.00032799724355673404,
SOLSI,SOLSI,16,165.04999999999998,0.000327006614612135,
FRONIUS INTELBRAS,FRONIUS / INTELBRAS,5,164.9,0.0003267094259287554,
G E,G.E,13,164.76,0.00032643204982426763,
FRONIUS SOLPLANET,"FRONIUS, SOLPLANET",6,164.72,0.0003263527995086997,
NPLUS,NPLUS,15,164.69,0.00032629336177202376,
SICES SOLAR SICES SOLAR,SICES Solar / SICES Solar,5,163.92,0.00032476779319734125,
DEYE APSYSTEMS,DEYE//APsystems,15,163.9,0.00032472816803955735,
1P8K 4G 8KW,1P8K-4G - 8KW,21,163.67,0.0003242724787250417,
DEYSE,DEYSE,20,163.61,0.00032415360325168996,
BEL 10K G,BEL-10K-G,14,163.24,0.00032342053783268663,
BDM 2250,BDM - 2250,25,163.17,0.00032328184978044276,
3XGROWATT,3XGROWATT,3,163.0,0.0003229450359392791,
SYMO 15 0 3,SYMO 15.0-3,8,163.0,0.0003229450359392791,
HYONTECH,Hyontech,17,162.5,0.0003219544069946801,
OMINK,OMINK,27,162.22,0.00032139965478570465,
HUAWEI 2XSUN2000 60KTL MO WEG SIW500H ST060 1XSUN2000 33KTL,HUAWEI / 2xSUN2000-60KTL-MO (WEG SIW500H ST060) + 1xSUN2000-33KTL-,1,162.0,0.0003209637780500811,
HOYMILES E SOLIS,HOYMILES E SOLIS,5,161.7,0.0003203694006833216,
EAST EA5KSI,EAST | EA5KSI,24,161.04,0.0003190617704764509,
SOLAEDGE,SOLAEDGE,8,161.02,0.000319022145318667,
SOFAR E DEYE,SOFAR e DEYE,5,160.5,0.00031799189121628404,
SIW200G,SIW200G,24,160.34,0.00031767488995401233,
WEG GROWATT GROWATT GROWATT GROWATT GROWATT GOODWE,WEG; GROWATT; GROWATT; GROWATT; GROWATT; GROWATT; GOODWE,1,160.02,0.000317040887429469,
SUNWAYS SUNWAYS,"SUNWAYS,SUNWAYS",5,160.0,0.00031700126227168497,
HUAWEEI,HUAWEEI,4,160.0,0.00031700126227168497,
SOFAR SOLAR SOLIS,SOFAR SOLAR-SOLIS,8,159.9,0.00031680313648276524,
INTELBRASINTELBRAS,INTELBRASINTELBRAS,29,159.84,0.0003166842610094133,
20000TL G2,20000TL-G2,8,159.45,0.0003159115704326261,
SYMO 20 0 3 M,43 - SYMO 20.0-3-M,8,159.43,0.00031587194527484214,
BEL ENERGY POWER,BEL ENERGY POWER,13,158.82999999999998,0.0003146831905413233,
KONECO,koneco,6,158.72,0.0003144652521735115,
GROWAT MIN6000TL X,GROWAT MIN6000TL-X,27,158.41,0.00031385106222786015,
RENOVIGI HOYMILES,"RENOVIGI, HOYMILES",20,158.39,0.00031381143707007614,
RONMA SOLAR,RONMA SOLAR,31,158.32999999999998,0.0003136925615967242,
GROWA,GROWA,20,158.3,0.00031363312386004837,
ABB HOYMILES,ABB / HOYMILES,13,158.01,0.0003130585590721809,
INTELBRA,INTELBRA,22,156.59,0.00031024517286951976,
ASW3000 S G2,ASW3000-S-G2,53,156.27,0.00030961117034497635,
SIW200G M080 W1,SIW200G M080 W1,19,156.1,0.00030927435650381264,
HOYMILES SAJ,HOYMILES |SAJ,18,155.99,0.0003090564181360009,
HOYMILIES,HOYMILIES,38,155.68,0.0003084422281903495,
SUNONO,sunono,8,155.18,0.0003074515992457505,
SOLPLANET GOODWE,"SOLPLANET, GOODWE",7,155.0,0.00030709497282569484,
INMETRO,INMETRO,24,154.92,0.000306936472194559,
APSYSTEN,APSYSTEN,26,154.28,0.00030566846714547225,
GW10K MS,387 - GW10K-MS,12,154.24,0.00030558921682990434,
INVERSOR MICRO INVERSOR HOYMILLES,Inversor: ; Micro Inversor: HOYMILLES,21,154.23,0.00030556940425101233,
BELENERGYBELENERGY,BELENERGYBELENERGY,23,153.89,0.000304895776568685,
2X HUWAEI,2X HUWAEI,4,153.66,0.0003044400872541695,
HYPONTECK,HYPONTECK,14,153.57999999999998,0.0003042815866230336,
SOFAR E WEG,Sofar e WEG,2,153.5,0.0003041230859918978,
DEVE,deve,16,153.11,0.0003033503954151106,
GOODEW,GOODEW,11,152.9,0.000302934331258379,
INVERSOR BELENERGY PLUS MICRO INVERSOR,Inversor: Belenergy Plus; Micro Inversor:,28,152.84,0.0003028154557850271,
TSUNES,TSUNES,29,152.62,0.0003023795790494035,
DEYEGROWATT,DEYEGROWATT,11,152.24,0.0003016267010515083,
SUN2000 36KTL,SUN2000-36KTL,4,152.0,0.00030115119915810075,
SOLPLANET LIVOLTEK,SOLPLANET LIVOLTEK,12,151.14,0.0002994473173733904,
GOOWE,GOOWE,7,150.94,0.0002990510657955508,
SUNGROE,SUNGROE,9,150.85000000000002,0.0002988727525855231,
DAYSE,DAYSE,15,150.57999999999998,0.00029833781295543954,
SS 550 72MDH,SS-550-72MDH,14,150.55,0.00029827837521876363,
DEYE E GROWATT,DEYE E GROWATT,14,150.49,0.00029815949974541176,
MIN6000TL X,MIN6000TL-X,23,150.43,0.0002980406242720599,
QCELLS,QCELLS,9,150.1,0.0002973868091686245,
SMA SHP,SMA SHP,2,150.0,0.0002971886833797047,
R6 50K T4 32,R6-50K-T4-32,3,150.0,0.0002971886833797047,
1X HUAWEI SUN2000 33KTL A WEG SIW500H ST030 2X HUAWEI SUN2000 60KTL MO,1x HUAWEI / SUN2000-33KTL-A (WEG SIW500H ST030) + 2x HUAWEI / SUN2000-60KTL-MO ),1,150.0,0.0002971886833797047,
SOLAREDE TECHNOLOGIE,SolarEde Technologie,2,150.0,0.0002971886833797047,
SOLIS SOLIS SOLPLANET,SOLIS/ SOLIS/ SOLPLANET,1,150.0,0.0002971886833797047,
S5 GC60K 449 SG40CX 1443 S5 GC50K,1641 - S5-GC60K;449 - SG40CX;1443 - S5-GC50K,1,150.0,0.0002971886833797047,
SIW400G K025 W00,1959 - SIW400G K025 W00,4,150.0,0.0002971886833797047,
75 KTLX G3,75 KTLX-G3,2,150.0,0.0002971886833797047,
SIW500G T075 W0,1226 - SIW500G T075 W0,2,150.0,0.0002971886833797047,
KSTAR E GROWATT,KSTAR e GROWATT,2,150.0,0.0002971886833797047,
SG40CX 292 SG110CX,449 - SG40CX;292 - SG110CX,1,150.0,0.0002971886833797047,
PHB75K MT,491 - PHB75K-MT,2,150.0,0.0002971886833797047,
2XHUWAEI SUN2000 15KTL MO,2XHUWAEI SUN2000-15KTL-MO,2,150.0,0.0002971886833797047,
SUNGROW1110 SG75CX,99 - SUNGROW1110 - SG75CX,1,150.0,0.0002971886833797047,
ASW 15K UT G3,1505 - ASW 15K-UT-G3,10,150.0,0.0002971886833797047,
SUN HARD,SUN HARD,2,150.0,0.0002971886833797047,
SHP75 10,SHP75-10,2,150.0,0.0002971886833797047,
PHB75K SMT,2018 - PHB75K-SMT,2,150.0,0.0002971886833797047,
SHENZHEN SOFAR SUNGROW,SHENZHEN SOFAR / SUNGROW,1,150.0,0.0002971886833797047,
NINGBO GINLONG NINGBO GINLONG,"Ningbo Ginlong, Ningbo Ginlong",2,150.0,0.0002971886833797047,
CPS SCA3KTL PS1 EU,CPS SCA3KTL-PS1/EU,50,150.0,0.0002971886833797047,
SOLARE EDGE,SOLARE EDGE,2,149.7,0.00029659430601294525,
G O ODWE,G O ODWE,2,149.6,0.00029639618022402547,
GW6KBD NS,818 - GW6KBD-NS,23,149.3,0.00029580180285726607,
IMARS INVT,IMARS INVT,4,149.28,0.0002957621776994821,
CSI 30KTL GI FL,32 - CSI-30KTL-GI-FL,5,149.25,0.00029570273996280615,
WEG HUAWEI SUN2000 36KTL,WEG/HUAWEI SUN2000-36KTL,3,149.05,0.0002953064883849666,
APYSYSTEMS,APYSYSTEMS,22,149.05,0.0002953064883849666,
GE GENERAL ELETRIC,GE GENERAL ELETRIC,11,149.0,0.0002952074254905067,
FRONIUS SOFAR E SOLIS,"FRONIUS, SOFAR E SOLIS.",1,149.0,0.0002952074254905067,
SOFAL SOLAR,SOFAL SOLAR,46,148.98,0.00029516780033272266,
SKY,SKY,7,148.77,0.00029475173617599115,
S5 GC30K,S5-GC30K,5,148.52,0.0002942564217036916,
INTELBRAS GROWATT,"INTELBRAS, GROWATT",8,148.5,0.0002942167965459076,
GROW,GROW,9,148.5,0.0002942167965459076,
TSUNNES,TSUNNES,24,147.75,0.0002927308531290091,
HUAYU,HUAYU,32,147.52,0.0002922751638144936,
RSM156 6 445M,RSM156-6-445M,8,147.19,0.00029162134871105823,
2XHUWAEI SUN2000 60KTL MO,2XHUWAEI SUN2000-60KTL-MO,2,147.0,0.00029124490971211057,
SOFRA,SOFRA,17,146.42000000000002,0.0002900957801363758,
VACON,Vacon ,18,146.17,0.0002896004656640762,
NANSEN SOLAR AUXSOL,"NANSEN, SOLAR AUXSOL",22,146.1,0.0002894617776118324,
SOLSIST,SOLSIST,8,145.99,0.0002892438392440206,
FRONIIUS,FRONIIUS,12,145.6,0.0002884711486672333,
HOYMLES,HOYMLES,30,145.58,0.0002884315235094494,
SOFAR HUAWEI,"SOFAR, HUAWEI",6,145.5,0.0002882730228783136,
INVERSOR FRONYS PRIMOS,INVERSOR FRONYS PRIMOS,1,145.0,0.0002872823939337145,
GOODWE E SOLIS,GoodWe e Solis,2,145.0,0.0002872823939337145,
SHENZHENSOFARSOLARCO,ShenzhenSOFARSOLARCo,4,144.88,0.0002870446429870108,
SERRANA CABERNET,Serrana | Cabernet,4,144.85,0.0002869852052503348,
INTERLBRAS,Interlbras,25,144.83,0.00028694558009255086,
ASG 6SL ZH,ASG-6SL-ZH,25,144.79,0.00028686632977698294,
SICES,SICES,6,144.5,0.0002862917649891155,
SIW500H ST36,SIW500H-ST36,2,144.0,0.00028530113604451654,
SG 36KTL M 1574 SG36CX P2,144 - SG-36KTL-M;1574 - SG36CX-P2,1,144.0,0.00028530113604451654,
2XHUWAEI SUN2000 36KTL MO,2XHUWAEI SUN2000-36KTL-MO,2,144.0,0.00028530113604451654,
APSYSMTS,APSYSMTS,4,144.0,0.00028530113604451654,
JH SOLAR,JH Solar,22,143.68,0.00028466713351997313,
BEB,BEB,31,143.6,0.0002845086328888373,
NINGBO SUNWAYS,Ningbo Sunways,7,143.6,0.0002845086328888373,
GROWWAT,GROWWAT,25,143.6,0.0002845086328888373,
SOLIS E HOYMILES,SOLIS E HOYMILES,8,143.3,0.0002839142555220779,
SENERGY SE 36KTL QL3,SENERGY SE 36KTL-QL3,2,143.0,0.0002833198781553185,
TSM PE15H 345W,TSM-PE15H 345W,4,143.0,0.0002833198781553185,
SWA,SWA,9,142.6,0.0002825273749996393,
ABB SOLPLANET,ABB / SOLPLANET,5,142.52,0.0002823688743685034,
HOYMILES SUNGROW,"Hoymiles, Sungrow",9,142.49,0.0002823094366318275,
SS 555 72MDH,SS-555-72MDH,13,142.47,0.0002822698114740435,
SHEZHEN,SHEZHEN,12,142.39000000000001,0.0002821113108429077,
INTELBRAS DEYE,INTELBRAS/DEYE,18,142.37,0.00028207168568512376,
SIW200G M075 W1,1969 - SIW200G M075 W1,16,142.2,0.00028173487184396005,
SOLFAR SOLAR,SOLFAR SOLAR,23,142.17,0.0002816754341072841,
EMSB 535M HC,EMSB 535M HC,7,142.15,0.0002816358089495002,
HYPONTCH HPS 8000T,HYPONTCH HPS-8000T,16,142.0,0.00028133862026612043,
SUN 2000 G3 US,723 - SUN 2000 G3-US,29,141.57,0.0002804866793737653,
DEYE ABB,DEYE | ABB,6,141.16,0.0002796743636391941,
MIN 3000TL X,MIN 3000TL-X,37,141.16,0.0002796743636391941,
HOYMILES GROWATT,HOYMILES|GROWATT,19,141.04,0.0002794366126924903,
SHENZHEN INVT,SHENZHEN-INVT,10,140.63,0.00027862429695791913,
SOLAR N PLUS,SOLAR N PLUS,25,140.62,0.0002786044843790272,
SMA SOLAR TECHONOLOGY,7 - SMA SOLAR TECHONOLOGY,2,140.0,0.0002773761044877244,
20000TL G2 138 50000TL,296 - 20000TL-G2;138 - 50000TL,2,140.0,0.0002773761044877244,
SCA20K T SA,1765 - SCA20K-T-SA,7,140.0,0.0002773761044877244,
DEYE GROWATT HUAWEI,DEYE / GROWATT / HUAWEI,1,140.0,0.0002773761044877244,
HUAWEI 1X SUN2000 20KTL WEG SIW500H ST022,HUAWEI / 1x SUN2000-20KTL (WEG SIW500H ST022) +,1,140.0,0.0002773761044877244,
ENERGY BRASIL,ENERGY BRASIL,26,139.99,0.0002773562919088324,
HOYMILESHOYMILES,HOYMILESHOYMILES,24,139.96,0.00027729685417215646,
RENOVIGI B B POWER SOLIS SOLIS 30K 5G,RENOVIGI/B&B Power/SOLIS - SOLIS 30K-5G,5,139.8,0.0002769798529098848,
3XWEG,3XWEG,1,139.72,0.00027682135227874894,
ENFHASE,ENFHASE,23,139.71,0.000276801539699857,
BEL 5K G,BEL-5K-G,25,139.65,0.00027668266422650506,
RENOVIGI B B POWER SOLIS SOLIS 25K 5G,RENOVIGI/B&B Power/SOLIS - Solis-25K-5G,5,139.54,0.0002764647258586933,
R5 4K S2 15,R5-4K-S2-15,35,139.51,0.0002764052881220173,
WEG HUAWEI WEG DEYE,WEG+HUAWEI / WEG / DEYE,1,139.0,0.00027539484659852635,
INVERSORES ECORI ENERGIA SOLAR,inversores - Ecori Energia Solar,5,138.98,0.00027535522144074234,
MINASOL IMS5000,MINASOL IMS5000,23,138.96,0.00027531559628295844,
1XINTELBRAS,1XINTELBRAS,8,138.43,0.00027426552960168346,
SOLARED GE,SOLARED GE,3,138.41,0.0002742259044438995,
PANEL SOLAR,PANEL SOLAR,3,137.64,0.000272700335869217,
SAMSUNG SDI CO LTD,"Samsung SDI Co., Ltd.",10,137.45,0.0002723238968702694,
DEYE SOFAR SOLAR,"DEYE, SOFAR SOLAR",11,137.02,0.00027147195597791425,
MICRO,MICRO,15,136.85,0.0002711351421367506,
RENO 60,reno 60,4,136.8,0.0002710360792422907,
GENYX,GENYX,21,136.70000000000002,0.0002708379534533709,
SOLPLNET,SOLPLNET,14,136.48,0.00027040207671774727,
IONS,IONS,11,136.44,0.0002703228264021794,
CABERNET,CABERNET,5,136.4,0.0002702435760866115,
S0LIS,S0LIS,16,136.37,0.00027018413834993554,
GOODEWE,GoodeWe,21,136.16,0.0002697680741932039,
DE,DE	,21,136.13,0.00026970863645652796,
ASW5000 S,ASW5000-S,29,136.1,0.00026964919871985205,
P H B,P H B,12,136.0,0.00026945107293093227,
SIW500H ST040 M3 217 SIW500H ST060 1010 SIW500H ST036 M3,863 - SIW500H-ST040 - M3;217 - SIW500H ST060;1010 - SIW500H ST036 M3,1,136.0,0.00026945107293093227,
FRINUS ECO ENERGY,253 - FRINUS ECO ENERGY,4,136.0,0.00026945107293093227,
DHM 72X10 545W,DHM-72X10-545W,4,135.81,0.00026907463393198466,
SOLAR EDGE TECHNOLOGI,SOLAR EDGE TECHNOLOGI,3,135.8,0.0002690548213530927,
DEYE E APSYSTEMS,Deye e APsystems,3,135.5,0.0002684604439863332,
FRONYUS,Fronyus,10,135.4,0.0002682623181974135,
CS3W,CS3W,10,135.3,0.00026806419240849364,
RENOVIGI RENOVIGI B BPOWER SOLIS SOLIS,RENOVIGI | RENOVIGI | B&BPOWER | SOLIS | SOLIS,1,135.0,0.00026746981504173424,
CS3W 455MS,CS3W-455MS,8,134.8,0.0002670735634638947,
GROWATT SOFAR E DEYE,"GROWATT,SOFAR E DEYE",2,134.75,0.00026697450056943476,
WE HUWAEI,WE HUWAEI,3,134.7,0.0002668754376749748,
2XDEYE,2xDEYE,4,134.53,0.00026653862383381113,
GE GENERAL ELETRICS,GE(GENERAL ELETRICS),3,134.52,0.0002665188112549192,
GOODWEI,GOODWEI,5,133.93,0.00026534986910029234,
RENOVIGI SOFAR,RENOVIGI/ SOFAR,8,133.49,0.0002644781156290452,
HUWAI,HUWAI,13,133.19,0.0002638837382622858,
RENOVIGI E SOLIS,RENOVIGI e SOLIS,7,133.0,0.00026350729926333813,
SERRANA CABERNET 33000 27 L,Serrana / Cabernet 33000 27 L.,2,133.0,0.00026350729926333813,
ABB SAJ,ABB/SAJ,5,132.97,0.0002634478615266622,
B B MOSO POWER,B&B Moso Power,10,132.79,0.00026309123510660657,
MICRO BELENERGY,MICRO BELENERGY,20,132.59,0.00026269498352876695,
HUA,HUA,8,132.25,0.00026202135584643964,
SOLAR X,SOLAR X,19,132.01,0.00026154585395303206,
2GROWAT 2SUNGROW,2GROWAT // 2Sungrow,1,132.0,0.0002615260413741401,
2X HUAWEI SUN2000 36KTL A WEG SIW500H ST040 HUAWEI SUN2000 60KTL MO WEG SIW500H ST060,2x HUAWEI // SUN2000-36KTL-A (WEG SIW500H ST040) + HUAWEI // SUN2000-60KTL-MO (WEG SIW500H ST060),1,132.0,0.0002615260413741401,
AUXSOLAR,AUXSOLAR,20,131.97,0.0002614666036374642,
EES8K M1,1595 - EES8K-M1,18,131.84,0.00026120904011186846,
RENOVIGI APSYSTEMS,RENOVIGI / APSYSTEMS,9,131.42,0.00026037691179840527,
DASS,DASS,32,131.27,0.0002600797231150256,
ZNSHINESOLAR,ZNSHINESOLAR,9,131.09,0.00025972309669496996,
INVERSOR SOLAR MONOFASICO,INVERSOR SOLAR MONOFÁSICO,23,130.83,0.0002592079696437784,
SIW300H,SIW300H,34,130.76,0.00025906928159153455,
R5 4K S2,R5 4K S2,33,130.29,0.0002581380903836115,
JETION,JETION,18,130.25,0.0002580588400680436,
LIVOLTK,LIVOLTK,18,130.23,0.00025801921491025963,
GOODWE HOYMILES,GOODWE | HOYMILES,14,130.22,0.0002579994023313676,
SANTERMO,SANTERMO,20,130.21,0.0002579795897524757,
SOFAR WEG WEG,Sofar / WEG / WEG,1,130.0,0.00025756352559574405,
SG2K S,SG2K-S,61,130.0,0.00025756352559574405,
SOLPLANET E SAJ,SOLPLANET E SAJ,2,130.0,0.00025756352559574405,
HOYMIES,HOYMIES,13,129.91,0.0002573852123857162,
SERIES,SERIES,6,129.87,0.00025730596207014836,
JKM400M 72H V,JKM400M-72H-V,15,129.7,0.0002569691482289846,
REFOSUL,REFOSUL,13,129.66,0.00025688989791341674,
